3.660576, 2.897210, 0.469530, 5.117252, 6.145228, 4.694990, 5.940363, 5.069572, 5.054536, 0.819485, 3.643994, 0.335125, 4.686045, 3.051922, 5.373950, 1.396717
3.670575, 2.887212, 0.479528, 5.127249, 6.155210, 4.704988, 5.950362, 5.059577, 5.064534, 0.809488, 3.633999, 0.345122, 4.696041, 3.041924, 5.383949, 1.406704
3.680012, 2.887920, 0.488667, 5.125918, 6.149343, 4.714565, 5.960364, 5.060011, 5.073915, 0.813527, 3.634884, 0.344663, 4.702917, 3.031913, 5.393959, 1.407436
3.688311, 2.891563, 0.492074, 5.121761, 6.141515, 4.722313, 5.970137, 5.063394, 5.080847, 0.819743, 3.636502, 0.341180, 4.705464, 3.022029, 5.403709, 1.404564
3.696783, 2.891022, 0.491850, 5.120469, 6.133146, 4.726087, 5.979328, 5.067430, 5.081622, 0.821985, 3.631608, 0.340578, 4.710033, 3.012923, 5.412938, 1.402093
3.699083, 2.887340, 0.487003, 5.121079, 6.125422, 4.723857, 5.983999, 5.066687, 5.077936, 0.819597, 3.625623, 0.341346, 4.711107, 3.008852, 5.416925, 1.403544
3.703250, 2.883343, 0.483925, 5.123812, 6.117251, 4.722163, 5.989832, 5.067823, 5.073578, 0.817464, 3.618434, 0.344517, 4.714728, 3.003623, 5.422215, 1.404961
3.708396, 2.880261, 0.482977, 5.127895, 6.109723, 4.720442, 5.996602, 5.067457, 5.072092, 0.816618, 3.610369, 0.348586, 4.720055, 2.997541, 5.428339, 1.410173
3.713327, 2.876431, 0.481665, 5.133276, 6.101833, 4.717661, 6.003191, 5.067678, 5.068694, 0.815098, 3.601782, 0.354025, 4.726021, 2.991660, 5.434290, 1.415010
3.718731, 2.871151, 0.483246, 5.140110, 6.096523, 4.715526, 6.009729, 5.067058, 5.064132, 0.812128, 3.592844, 0.360894, 4.733224, 2.986045, 5.440334, 1.419423
3.723796, 2.866418, 0.484039, 5.146003, 6.090821, 4.713102, 6.016685, 5.067680, 5.059868, 0.809678, 3.584238, 0.366400, 4.740135, 2.979811, 5.446709, 1.424544
3.726593, 2.864457, 0.483021, 5.149599, 6.084142, 4.708499, 6.022631, 5.068656, 5.054032, 0.809171, 3.575835, 0.369672, 4.745654, 2.974586, 5.451663, 1.429395
3.729465, 2.863116, 0.481444, 5.152904, 6.076686, 4.703728, 6.029138, 5.072223, 5.047483, 0.809556, 3.567118, 0.372597, 4.751361, 2.968488, 5.457295, 1.434154
3.732907, 2.862029, 0.479699, 5.156214, 6.068559, 4.699154, 6.036493, 5.077269, 5.041328, 0.810755, 3.558107, 0.375365, 4.757528, 2.961341, 5.463921, 1.439745
3.733606, 2.862720, 0.475375, 5.156245, 6.059781, 4.693091, 6.041381, 5.082345, 5.034006, 0.812656, 3.550546, 0.375115, 4.759898, 2.956229, 5.467757, 1.443392
3.734225, 2.863256, 0.472734, 5.157577, 6.051597, 4.687660, 6.047044, 5.088156, 5.026263, 0.814876, 3.542609, 0.375993, 4.763845, 2.950182, 5.472435, 1.447173
3.734273, 2.861588, 0.473184, 5.162076, 6.049335, 4.684607, 6.052652, 5.089475, 5.019226, 0.815197, 3.534117, 0.380069, 4.769734, 2.943622, 5.476843, 1.452829
3.734095, 2.860291, 0.474431, 5.166569, 6.047086, 4.681422, 6.058356, 5.091831, 5.011883, 0.816042, 3.525470, 0.384036, 4.776082, 2.936790, 5.481530, 1.457847
3.732866, 2.861239, 0.475008, 5.169698, 6.044684, 4.677509, 6.063584, 5.094422, 5.004232, 0.818549, 3.517519, 0.386435, 4.781775, 2.930430, 5.485286, 1.462304
3.731718, 2.864614, 0.473763, 5.170319, 6.040805, 4.673016, 6.068510, 5.099090, 4.996726, 0.822784, 3.512951, 0.386619, 4.784969, 2.924747, 5.487982, 1.463631
3.730081, 2.867472, 0.472834, 5.171238, 6.037394, 4.669699, 6.074757, 5.103209, 4.988656, 0.827153, 3.507772, 0.387082, 4.789210, 2.917911, 5.492455, 1.465080
3.727524, 2.871829, 0.470890, 5.170866, 6.033408, 4.665019, 6.078893, 5.107609, 4.979975, 0.832532, 3.503665, 0.386240, 4.792048, 2.912478, 5.495004, 1.465231
3.723717, 2.873955, 0.471262, 5.173238, 6.032324, 4.661739, 6.083123, 5.108422, 4.971498, 0.835780, 3.499742, 0.388190, 4.796544, 2.906488, 5.497808, 1.465910
3.719451, 2.875609, 0.471687, 5.175868, 6.031431, 4.659017, 6.088241, 5.108961, 4.963453, 0.838971, 3.495757, 0.390215, 4.801469, 2.899592, 5.501648, 1.468228
3.715919, 2.879394, 0.470151, 5.175562, 6.028458, 4.655620, 6.093524, 5.112116, 4.955179, 0.844063, 3.493175, 0.389225, 4.804790, 2.892810, 5.505630, 1.468742
3.712687, 2.883417, 0.468202, 5.174266, 6.024428, 4.652490, 6.099964, 5.116879, 4.946796, 0.849889, 3.489290, 0.386986, 4.808671, 2.884916, 5.511138, 1.469256
3.709925, 2.888511, 0.465260, 5.171501, 6.019266, 4.648773, 6.106626, 5.122911, 4.938359, 0.856746, 3.485236, 0.383246, 4.811970, 2.876808, 5.517000, 1.469742
3.708024, 2.895051, 0.460563, 5.166852, 6.012834, 4.644695, 6.114115, 5.130355, 4.929655, 0.864824, 3.481528, 0.377741, 4.814528, 2.868165, 5.523504, 1.469045
3.703714, 2.900937, 0.457705, 5.163455, 6.007578, 4.640474, 6.120051, 5.135479, 4.920212, 0.872269, 3.478067, 0.373349, 4.818092, 2.859813, 5.529049, 1.468486
3.699391, 2.906451, 0.454724, 5.159997, 6.001725, 4.636441, 6.126060, 5.141027, 4.910596, 0.879490, 3.474654, 0.368995, 4.821617, 2.851195, 5.534906, 1.468120
3.695748, 2.912489, 0.450875, 5.155621, 5.994812, 4.632563, 6.133103, 5.147874, 4.900969, 0.887322, 3.471186, 0.363863, 4.825090, 2.841962, 5.541636, 1.467077
3.691685, 2.918132, 0.446715, 5.151022, 5.987429, 4.628920, 6.140296, 5.154770, 4.890992, 0.894956, 3.467275, 0.358530, 4.828683, 2.832381, 5.548842, 1.466254
3.686347, 2.922593, 0.443431, 5.147412, 5.980200, 4.625365, 6.145879, 5.159928, 4.880608, 0.901443, 3.463585, 0.354245, 4.832192, 2.823063, 5.555533, 1.465613
3.679901, 2.924854, 0.442475, 5.147616, 5.977907, 4.621845, 6.146341, 5.158082, 4.872300, 0.904370, 3.461806, 0.354153, 4.834024, 2.819346, 5.557495, 1.465671
3.673733, 2.925757, 0.442590, 5.148315, 5.974986, 4.619125, 6.147486, 5.156605, 4.864144, 0.906386, 3.459922, 0.354645, 4.836522, 2.814966, 5.560444, 1.466038
3.667269, 2.924377, 0.443787, 5.150765, 5.973094, 4.617350, 6.146871, 5.153619, 4.856024, 0.906003, 3.457299, 0.357050, 4.838628, 2.811821, 5.562402, 1.467403
3.660736, 2.922239, 0.446533, 5.153695, 5.971319, 4.616153, 6.146224, 5.150483, 4.848427, 0.904970, 3.455079, 0.359843, 4.840877, 2.808632, 5.564830, 1.469083
3.652909, 2.918295, 0.450580, 5.157552, 5.970270, 4.616389, 6.144913, 5.146937, 4.841511, 0.902167, 3.452113, 0.363476, 4.843166, 2.806208, 5.567864, 1.470565
3.646019, 2.915534, 0.453109, 5.160085, 5.968317, 4.616333, 6.144490, 5.144421, 4.834565, 0.900566, 3.449768, 0.365882, 4.845121, 2.803154, 5.571250, 1.471729
3.639430, 2.913499, 0.454903, 5.161619, 5.965775, 4.616133, 6.144826, 5.142668, 4.827316, 0.899803, 3.446821, 0.367292, 4.847387, 2.799477, 5.575039, 1.472652
3.633043, 2.912411, 0.455399, 5.161839, 5.963055, 4.615450, 6.145669, 5.141242, 4.819575, 0.899945, 3.443511, 0.367343, 4.849869, 2.795423, 5.578966, 1.473431
3.627042, 2.913379, 0.453721, 5.160130, 5.960019, 4.614017, 6.148108, 5.140330, 4.812043, 0.901979, 3.440769, 0.365510, 4.852630, 2.791029, 5.583259, 1.473976
3.621194, 2.916896, 0.449872, 5.156246, 5.956605, 4.611215, 6.150968, 5.139603, 4.803721, 0.906166, 3.439567, 0.361478, 4.854734, 2.786469, 5.586774, 1.473807
3.615767, 2.921091, 0.445051, 5.151653, 5.953085, 4.608094, 6.154025, 5.138985, 4.795125, 0.910928, 3.438974, 0.356750, 4.856785, 2.781703, 5.589937, 1.473578
3.615312, 2.924591, 0.441625, 5.148135, 5.951455, 4.605183, 6.157115, 5.139091, 4.785783, 0.914784, 3.435172, 0.353154, 4.858937, 2.777164, 5.592748, 1.473929
3.614685, 2.928282, 0.437793, 5.144654, 5.949206, 4.603200, 6.160336, 5.139803, 4.776978, 0.918802, 3.434130, 0.349794, 4.860766, 2.772476, 5.595299, 1.472980
3.613254, 2.931516, 0.434627, 5.141838, 5.949938, 4.599701, 6.157480, 5.137164, 4.767121, 0.920597, 3.434860, 0.347309, 4.856973, 2.773809, 5.593764, 1.471691
3.611811, 2.932684, 0.433148, 5.140356, 5.950449, 4.597731, 6.154750, 5.134906, 4.758345, 0.920840, 3.434828, 0.346082, 4.853652, 2.774678, 5.593486, 1.471142
3.608722, 2.932328, 0.433488, 5.139859, 5.952242, 4.597232, 6.151913, 5.132708, 4.750327, 0.919648, 3.434358, 0.345752, 4.850684, 2.776668, 5.593924, 1.470655
3.604729, 2.932056, 0.433198, 5.139088, 5.954349, 4.596712, 6.149489, 5.130790, 4.742455, 0.918556, 3.433767, 0.345191, 4.848116, 2.778891, 5.594676, 1.470267
3.600646, 2.933267, 0.431285, 5.137355, 5.955555, 4.596000, 6.148119, 5.129215, 4.735003, 0.918949, 3.435337, 0.343902, 4.845985, 2.780475, 5.595376, 1.467841
3.596940, 2.935792, 0.428043, 5.134856, 5.956251, 4.595261, 6.147148, 5.128099, 4.727037, 0.920579, 3.438583, 0.342025, 4.844268, 2.781437, 5.595300, 1.463825
3.592197, 2.937087, 0.425229, 5.132833, 5.957829, 4.594716, 6.146495, 5.127210, 4.719353, 0.921141, 3.439978, 0.340523, 4.843172, 2.782834, 5.596187, 1.460835
3.587473, 2.939620, 0.420907, 5.129787, 5.958907, 4.593747, 6.146700, 5.126744, 4.711392, 0.922936, 3.442236, 0.338142, 4.842703, 2.783631, 5.597046, 1.456486
3.581555, 2.942488, 0.416176, 5.126403, 5.961010, 4.593163, 6.147141, 5.126223, 4.703504, 0.924928, 3.444519, 0.335485, 4.842611, 2.785324, 5.597834, 1.451702
3.575950, 2.943270, 0.412972, 5.124193, 5.962701, 4.593718, 6.148023, 5.126485, 4.696989, 0.925377, 3.445493, 0.333903, 4.843215, 2.786202, 5.600254, 1.448513
