-0.009865, 0.019364, -0.021218, -0.014071
-0.031113, 0.021111, 0.003218, -0.002375
-0.034066, 0.014980, 0.002829, 0.007050
-0.025256, 0.027014, 0.008761, 0.000254
-0.012176, -0.003717, -0.007033, 0.014010
-0.028941, 0.030534, 0.019230, -0.008489
-0.039472, 0.031203, 0.031300, -0.002918
-0.029150, 0.023066, 0.021387, -0.000809
-0.013186, 0.020737, 0.018880, -0.015547
-0.032653, 0.021969, 0.024473, 0.000434
-0.031425, 0.014983, 0.025060, 0.006386
-0.040250, 0.028249, 0.035471, 0.003923
-0.050542, 0.034889, 0.035432, 0.005012
-0.007874, -0.002253, 0.030574, 0.011030
-0.043552, 0.028027, 0.033739, -0.001841
-0.008890, 0.000242, 0.002252, 0.000102
-0.036225, 0.019773, 0.023607, -0.003777
-0.012579, 0.001173, 0.021341, 0.003446
0.002649, -0.004840, 0.008262, 0.004809
-0.031157, 0.027687, 0.055966, 0.011687
-0.004316, -0.003147, 0.028458, 0.000018
-0.025256, 0.006416, -0.001939, -0.006100
-0.045671, 0.029577, 0.049250, 0.005468
-0.015265, 0.010294, 0.031902, 0.005963
-0.056270, 0.036128, 0.049891, 0.014586
-0.031432, 0.018133, 0.046153, 0.008754
-0.031631, 0.026827, 0.043003, 0.013113
-0.048826, 0.006741, 0.028332, -0.000659
-0.035159, 0.018750, 0.054903, 0.003978
-0.045598, 0.028483, 0.051342, 0.007232
-0.051232, 0.025406, 0.057093, 0.005320
-0.051509, 0.010666, 0.044270, -0.001752
0.098185, -0.064912, -0.107370, -0.017557
-0.039368, 0.017657, 0.045255, -0.002214
0.019353, -0.015494, -0.008894, -0.005231
-0.021427, 0.009054, 0.012445, -0.005571
-0.043835, 0.017988, -0.001632, -0.001614
-0.024477, 0.019092, 0.031546, -0.001500
-0.037913, 0.020556, 0.044419, 0.002453
-0.020998, 0.016026, 0.044334, 0.001242
-0.019084, 0.011328, 0.025781, 0.002494
-0.013986, 0.003990, 0.041428, -0.004951
-0.010498, 0.005647, 0.031815, -0.002769
0.114459, 0.039299, 0.077528, -0.007696
-0.023863, 0.007774, 0.014422, -0.006782
0.093606, -0.014266, -0.173195, -0.040273
-0.033210, 0.024476, 0.036658, -0.000756
-0.029435, 0.020314, 0.028819, 0.000011
-0.027369, 0.014606, 0.030999, -0.003144
-0.017918, 0.000107, 0.006135, -0.006564
-0.004239, -0.000614, 0.029363, -0.010366
-0.041493, 0.026995, 0.048772, 0.001562
-0.022782, 0.007329, 0.033779, -0.008187
-0.018183, 0.006488, 0.026445, -0.004174
-0.049879, 0.040219, 0.057637, 0.002730
-0.029292, 0.013354, 0.028430, -0.005405
-0.020805, 0.003815, 0.020724, -0.007270
-0.043710, 0.033776, 0.028248, 0.005524
-0.029345, 0.030831, 0.029974, 0.005104
-0.044458, 0.045227, 0.044978, 0.010760
-0.002290, -0.002721, 0.010152, -0.012963
-0.048489, 0.038370, 0.050823, 0.000623
-0.029837, 0.023117, 0.030704, 0.000945
-0.001255, -0.008464, 0.008623, -0.010492
-0.013423, 0.010154, 0.011450, -0.010231
-0.011026, -0.008445, -0.011583, -0.011260
-0.024978, 0.021622, 0.030958, -0.002994
-0.013590, 0.011695, 0.023989, -0.007094
-0.020791, 0.047698, 0.010152, 0.008397
-0.037998, 0.022791, 0.038636, -0.009736
-0.031465, 0.032276, 0.033335, 0.002902
-0.017625, 0.018055, 0.025443, -0.008095
-0.024346, 0.014820, 0.025565, -0.012111
-0.024453, 0.017591, 0.028354, -0.009991
-0.027107, 0.018761, 0.024172, -0.007214
-0.008054, 0.009175, 0.015845, -0.007798
