0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.009995, -0.009980
0.000000, 0.000000, 0.018257, -0.004452
0.000000, 0.000000, 0.022412, 0.003125
0.000000, 0.000000, 0.025465, 0.011450
0.000000, 0.000000, 0.025424, 0.020219
0.000000, 0.000000, 0.021529, 0.029374
0.000000, 0.000000, 0.023236, 0.038535
0.000000, 0.000000, 0.022379, 0.047536
0.000000, 0.000000, 0.021802, 0.056423
0.000000, 0.000000, 0.018346, 0.063810
0.000000, 0.000000, 0.013681, 0.070370
0.000000, 0.000000, 0.007882, 0.074506
0.000000, 0.000000, 0.001059, 0.078907
0.000000, 0.000000, -0.006775, 0.082423
-0.004575, 0.000000, -0.013262, 0.081154
-0.008722, 0.000000, -0.017870, 0.079078
-0.012381, 0.000000, -0.013963, 0.073815
-0.015705, 0.000000, -0.010549, 0.069814
-0.018725, 0.000000, -0.008025, 0.065774
-0.021472, 0.000000, -0.006681, 0.061935
-0.023971, 0.000000, -0.005422, 0.059422
-0.026245, 0.000000, -0.004816, 0.057070
-0.028316, 0.000000, -0.004855, 0.055322
-0.030202, 0.000000, -0.005538, 0.053309
-0.031920, 0.000000, -0.006231, 0.052008
-0.033485, 0.000000, -0.007409, 0.050757
-0.034911, 0.000000, -0.007487, 0.051831
-0.036210, 0.000000, -0.008136, 0.053634
-0.037393, 0.000000, -0.009157, 0.056317
-0.038472, 0.000000, -0.010773, 0.058774
-0.039454, 0.000000, -0.013894, 0.057793
-0.040349, 0.000000, -0.017192, 0.058057
-0.041164, 0.000000, -0.019507, 0.056841
-0.041907, 0.000000, -0.021488, 0.053621
-0.042583, 0.000000, -0.023319, 0.050422
-0.043199, 0.000000, -0.024638, 0.046896
-0.043760, 0.000000, -0.022937, 0.046868
-0.044270, 0.000000, -0.022874, 0.046378
-0.044735, 0.000000, -0.022065, 0.047049
-0.045158, 0.000000, -0.021062, 0.048985
-0.045543, 0.000000, -0.020475, 0.052657
-0.045893, 0.000000, -0.019365, 0.054246
-0.046211, 0.000000, -0.019429, 0.056039
-0.046501, 0.000000, -0.019396, 0.056662
-0.046765, 0.000000, -0.021462, 0.059086
-0.047004, 0.000000, -0.022972, 0.060816
-0.047222, 0.000000, -0.024379, 0.064072
-0.047420, 0.000000, -0.025416, 0.066585
-0.047600, 0.000000, -0.025648, 0.069132
-0.047764, 0.000000, -0.025265, 0.071438
-0.047913, 0.000000, -0.025285, 0.071881
-0.048048, 0.000000, -0.025155, 0.072138
-0.048171, 0.000000, -0.027081, 0.069873
-0.048282, 0.000000, -0.028935, 0.066568
-0.048383, 0.000000, -0.030011, 0.064149
-0.048475, 0.000000, -0.030992, 0.064376
-0.048559, 0.000000, -0.031005, 0.067263
-0.048634, 0.000000, -0.027436, 0.070334
-0.048703, 0.000000, -0.023858, 0.075119
-0.048766, 0.000000, -0.019865, 0.078434
-0.048822, 0.000000, -0.015896, 0.080937
-0.048874, 0.000000, -0.011132, 0.080211
-0.048920, 0.000000, -0.005808, 0.078598
-0.048963, 0.000000, 0.001324, 0.074076
-0.049001, 0.000000, 0.008633, 0.067577
-0.049036, 0.000000, 0.016339, 0.060960
-0.049068, 0.000000, 0.024337, 0.055370
-0.049096, 0.000000, 0.032410, 0.050841
-0.049122, 0.000000, 0.040910, 0.047787
-0.049146, 0.000000, 0.048806, 0.045031
-0.049167, 0.000000, 0.055521, 0.042032
-0.049186, 0.000000, 0.062321, 0.039561
-0.049204, 0.000000, 0.070025, 0.037956
-0.049220, 0.000000, 0.079579, 0.037491
-0.049234, 0.000000, 0.087829, 0.037461
-0.049247, 0.000000, 0.096484, 0.038393
-0.049259, 0.000000, 0.103593, 0.039520
-0.049270, 0.000000, 0.107845, 0.039199
-0.049279, 0.000000, 0.111645, 0.039414
