0.246433, 0.161837, -0.177310, 0.036096, -0.148695, -0.209917, -0.266381, 0.257625, 0.237517, 0.109763, -0.069890, 0.350716, 0.390452, 0.278754, 0.045973, 0.078217, 0.102759, -0.451246, 0.247468, -0.430905, 0.075309, 0.375654, -0.010316, -0.132596, 0.377271, -0.329306, -0.124882, -0.206924, -0.085173, 0.386711, -0.207450, -0.325235, 0.300070, 0.269774, 0.129014, 0.179326, 0.028205, 0.104529, -0.140034, 0.072974, 0.118363, -0.179402, -0.235788, 0.327307, -0.177052, 0.111873, 0.076105, -0.219300, -0.381753, -0.150145, -0.046376, -0.149014, 0.276284, 0.319654, -0.011218, -0.003951, 0.297971, 0.350135, 0.027897, 0.263854, -0.390215, -0.001276, 0.214244, 0.291795, -0.325137, 0.023278, -0.019901, 0.389003, -0.250425, 0.020444, 0.065028, 0.275803, 0.331184, -0.044788, 0.354585, -0.210822, 0.263594, 0.085609, 0.451725, 0.222853, 0.179331, -0.148651, 0.332235, -0.124929, 0.265702, -0.209552, -0.241031, -0.137835, -0.358783, 0.117801, -0.185558, 0.015421, 0.445413, -0.400634, -0.441294, -0.299956
0.256409, 0.151861, -0.167828, 0.026133, -0.158420, -0.217319, -0.276208, 0.248398, 0.247494, 0.099785, -0.060046, 0.340775, 0.399763, 0.268876, 0.055353, 0.068353, 0.094767, -0.460992, 0.256536, -0.423309, 0.085268, 0.365688, -0.020225, -0.122619, 0.387242, -0.339283, -0.114994, -0.212065, -0.085173, 0.386711, -0.207450, -0.325235, 0.310035, 0.259799, 0.138745, 0.169405, 0.020963, 0.114262, -0.130156, 0.063214, 0.128337, -0.189378, -0.231321, 0.317435, -0.186442, 0.121533, 0.066806, -0.229174, -0.371962, -0.160043, -0.036412, -0.156467, 0.286256, 0.309673, -0.001260, 0.006016, 0.307939, 0.340157, 0.037843, 0.273405, -0.390215, -0.001276, 0.214244, 0.291795, -0.315195, 0.013318, -0.010649, 0.379169, -0.258287, 0.013086, 0.055232, 0.266438, 0.340965, -0.054722, 0.364519, -0.201091, 0.254594, 0.076017, 0.461189, 0.213068, 0.169544, -0.158224, 0.341966, -0.122645, 0.275563, -0.219504, -0.231256, -0.127891, -0.349088, 0.107862, -0.175608, 0.025230, 0.445413, -0.400634, -0.441294, -0.299956
0.264968, 0.142631, -0.159368, 0.020462, -0.164195, -0.212480, -0.283824, 0.240213, 0.257462, 0.089882, -0.052989, 0.344458, 0.408374, 0.260143, 0.062176, 0.058490, 0.102002, -0.470162, 0.257279, -0.415626, 0.095197, 0.356525, -0.029710, -0.113018, 0.397179, -0.349255, -0.106855, -0.204679, -0.085173, 0.386711, -0.207450, -0.325235, 0.317802, 0.251851, 0.137554, 0.161980, 0.027875, 0.124092, -0.121204, 0.053996, 0.137195, -0.197528, -0.224044, 0.312179, -0.181476, 0.131239, 0.057576, -0.239086, -0.363222, -0.169887, -0.026740, -0.149854, 0.294052, 0.299747, 0.008599, 0.015950, 0.316508, 0.331885, 0.047707, 0.275876, -0.390215, -0.001276, 0.214244, 0.291795, -0.305992, 0.004505, -0.001446, 0.370351, -0.252495, 0.012409, 0.046354, 0.258039, 0.349947, -0.064423, 0.374372, -0.202715, 0.260076, 0.066707, 0.470739, 0.203379, 0.173220, -0.167497, 0.351347, -0.129886, 0.285190, -0.229486, -0.222321, -0.117973, -0.340414, 0.098321, -0.166693, 0.024619, 0.445413, -0.400634, -0.441294, -0.299956
0.263181, 0.141015, -0.150585, 0.016246, -0.169617, -0.205399, -0.286979, 0.232618, 0.264210, 0.083684, -0.044840, 0.351435, 0.405448, 0.261842, 0.070024, 0.049344, 0.109130, -0.477777, 0.262559, -0.407019, 0.104367, 0.347505, -0.033348, -0.103332, 0.407164, -0.356776, -0.098023, -0.196431, -0.085173, 0.386711, -0.207450, -0.325235, 0.322422, 0.254078, 0.131227, 0.154726, 0.035638, 0.131552, -0.112420, 0.046000, 0.146499, -0.192860, -0.219401, 0.305550, -0.174147, 0.138474, 0.049026, -0.246987, -0.354040, -0.173772, -0.017922, -0.150533, 0.302095, 0.294519, 0.016711, 0.025897, 0.325548, 0.333952, 0.049081, 0.269557, -0.390215, -0.001276, 0.214244, 0.291795, -0.297286, -0.001966, 0.003091, 0.370329, -0.245673, 0.018369, 0.041758, 0.249402, 0.359296, -0.065869, 0.384304, -0.197075, 0.267218, 0.059699, 0.480449, 0.194165, 0.178020, -0.175432, 0.360988, -0.133814, 0.294100, -0.237682, -0.212961, -0.108205, -0.331233, 0.094573, -0.158969, 0.020750, 0.445413, -0.400634, -0.441294, -0.299956
0.263127, 0.136689, -0.154774, 0.015225, -0.166737, -0.205201, -0.283810, 0.224654, 0.270239, 0.076070, -0.046952, 0.351541, 0.403783, 0.264395, 0.078441, 0.040178, 0.117226, -0.485223, 0.257031, -0.398674, 0.113020, 0.338601, -0.039783, -0.095236, 0.416843, -0.365180, -0.101608, -0.193320, -0.085173, 0.386711, -0.207450, -0.325235, 0.327925, 0.254894, 0.125713, 0.149479, 0.044034, 0.135329, -0.103370, 0.038609, 0.154571, -0.187407, -0.213448, 0.298106, -0.167976, 0.142359, 0.042611, -0.253771, -0.344656, -0.180384, -0.008701, -0.154058, 0.309334, 0.289084, 0.025521, 0.035138, 0.334349, 0.335714, 0.053871, 0.263394, -0.390215, -0.001276, 0.214244, 0.291795, -0.288385, -0.006474, 0.009791, 0.365837, -0.238228, 0.023120, 0.046045, 0.242410, 0.368674, -0.061491, 0.393160, -0.202385, 0.275429, 0.054889, 0.487584, 0.186789, 0.184998, -0.183930, 0.370274, -0.139882, 0.303303, -0.244888, -0.203387, -0.110905, -0.321742, 0.094540, -0.150502, 0.014735, 0.445413, -0.400634, -0.441294, -0.299956
0.260325, 0.133614, -0.159929, 0.018664, -0.160978, -0.209688, -0.283330, 0.216653, 0.277424, 0.068386, -0.046283, 0.352880, 0.406880, 0.260917, 0.086368, 0.031144, 0.125306, -0.492020, 0.251068, -0.389791, 0.116405, 0.329310, -0.045203, -0.086501, 0.422690, -0.374094, -0.105237, -0.188525, -0.085173, 0.386711, -0.207450, -0.325235, 0.333577, 0.258779, 0.119982, 0.145718, 0.052137, 0.139215, -0.093984, 0.030494, 0.161332, -0.180304, -0.206321, 0.290289, -0.166558, 0.147863, 0.034990, -0.261566, -0.335208, -0.183420, 0.000809, -0.152847, 0.313468, 0.291045, 0.034496, 0.041601, 0.341130, 0.341077, 0.060551, 0.256045, -0.390215, -0.001276, 0.214244, 0.291795, -0.279121, -0.007356, 0.012673, 0.367064, -0.229983, 0.020769, 0.047101, 0.234455, 0.378194, -0.055345, 0.402408, -0.208345, 0.283957, 0.048439, 0.493973, 0.178940, 0.192537, -0.190377, 0.377591, -0.146553, 0.311925, -0.249742, -0.193880, -0.114473, -0.312202, 0.098583, -0.141538, 0.007675, 0.445413, -0.400634, -0.441294, -0.299956
0.257578, 0.132166, -0.164434, 0.024454, -0.158117, -0.206556, -0.285868, 0.208990, 0.282701, 0.064468, -0.044496, 0.353413, 0.408869, 0.259029, 0.092474, 0.023057, 0.133757, -0.497717, 0.245646, -0.381226, 0.119432, 0.319824, -0.045901, -0.077402, 0.426792, -0.381946, -0.103547, -0.183867, -0.085173, 0.386711, -0.207450, -0.325235, 0.332128, 0.264975, 0.121165, 0.140403, 0.056592, 0.145375, -0.084428, 0.021801, 0.162541, -0.172374, -0.198287, 0.282486, -0.167846, 0.154899, 0.027697, -0.270045, -0.325594, -0.182648, 0.009540, -0.147539, 0.317024, 0.295838, 0.042586, 0.049086, 0.346279, 0.348034, 0.067581, 0.248938, -0.390215, -0.001276, 0.214244, 0.291795, -0.270559, -0.003840, 0.015030, 0.371059, -0.223159, 0.024286, 0.050100, 0.225841, 0.387127, -0.047990, 0.411934, -0.213964, 0.292468, 0.044313, 0.498617, 0.170439, 0.200775, -0.193545, 0.384685, -0.152660, 0.320968, -0.250225, -0.185927, -0.115778, -0.302582, 0.104844, -0.134050, 0.000498, 0.445413, -0.400634, -0.441294, -0.299956
0.252028, 0.136698, -0.169935, 0.021625, -0.152940, -0.200981, -0.280881, 0.206800, 0.288672, 0.067761, -0.039247, 0.350966, 0.414108, 0.260936, 0.097883, 0.019042, 0.137010, -0.494228, 0.249818, -0.373985, 0.124135, 0.316461, -0.040928, -0.069420, 0.431490, -0.380220, -0.098292, -0.185271, -0.085173, 0.386711, -0.207450, -0.325235, 0.327147, 0.271396, 0.126330, 0.134328, 0.062261, 0.152637, -0.078963, 0.017539, 0.160459, -0.163953, -0.191618, 0.274139, -0.165250, 0.162231, 0.021027, -0.275927, -0.326077, -0.177574, 0.016043, -0.149630, 0.317975, 0.302346, 0.048769, 0.055344, 0.343069, 0.355685, 0.074972, 0.241334, -0.390215, -0.001276, 0.214244, 0.291795, -0.272150, 0.001671, 0.010693, 0.366828, -0.217825, 0.029682, 0.055311, 0.221260, 0.395547, -0.040544, 0.421666, -0.219710, 0.298341, 0.045223, 0.497845, 0.167124, 0.207945, -0.188816, 0.390959, -0.156459, 0.329678, -0.245470, -0.179474, -0.117767, -0.303486, 0.111642, -0.126992, -0.007558, 0.445413, -0.400634, -0.441294, -0.299956
0.246561, 0.141122, -0.175281, 0.021502, -0.147188, -0.199211, -0.279363, 0.201721, 0.293487, 0.071409, -0.041670, 0.352260, 0.419712, 0.259014, 0.094269, 0.013282, 0.142733, -0.492300, 0.248839, -0.366135, 0.129816, 0.312371, -0.043134, -0.061227, 0.437903, -0.378651, -0.101942, -0.181467, -0.085173, 0.386711, -0.207450, -0.325235, 0.320834, 0.277393, 0.132114, 0.131278, 0.065314, 0.155045, -0.077423, 0.011569, 0.155521, -0.155853, -0.189325, 0.269576, -0.169175, 0.164925, 0.015484, -0.283048, -0.323719, -0.173590, 0.021202, -0.147427, 0.316076, 0.308341, 0.052122, 0.061831, 0.339482, 0.363135, 0.078983, 0.241274, -0.390215, -0.001276, 0.214244, 0.291795, -0.270571, 0.006765, 0.004541, 0.367004, -0.212084, 0.030791, 0.057034, 0.214927, 0.402711, -0.033713, 0.424166, -0.223836, 0.304796, 0.041233, 0.492848, 0.162695, 0.215949, -0.185518, 0.394921, -0.161759, 0.338641, -0.242601, -0.175587, -0.116618, -0.300078, 0.117312, -0.121244, -0.013832, 0.445413, -0.400634, -0.441294, -0.299956
0.242386, 0.144307, -0.181903, 0.022576, -0.143163, -0.202738, -0.277160, 0.202545, 0.293697, 0.073625, -0.044476, 0.352199, 0.423365, 0.253844, 0.093637, 0.015976, 0.149010, -0.492518, 0.248355, -0.358441, 0.130015, 0.307017, -0.043121, -0.052540, 0.436864, -0.379642, -0.104189, -0.177896, -0.085173, 0.386711, -0.207450, -0.325235, 0.313401, 0.284250, 0.137668, 0.126370, 0.070194, 0.158253, -0.073880, 0.005398, 0.149004, -0.147176, -0.184400, 0.263363, -0.171750, 0.166030, 0.012161, -0.289045, -0.320039, -0.170568, 0.027626, -0.149037, 0.313870, 0.315350, 0.057648, 0.065662, 0.335964, 0.371210, 0.085014, 0.237916, -0.390215, -0.001276, 0.214244, 0.291795, -0.272450, 0.011467, -0.002660, 0.368085, -0.205702, 0.027124, 0.060197, 0.207615, 0.408002, -0.029366, 0.427235, -0.229512, 0.311888, 0.035796, 0.490122, 0.162784, 0.224571, -0.187468, 0.399659, -0.167979, 0.347937, -0.245137, -0.170258, -0.120400, -0.295948, 0.117162, -0.114830, -0.020757, 0.445413, -0.400634, -0.441294, -0.299956
