0.000000, 0.000000, -0.001309, 0.000707, 0.000000, 0.000000, 0.000551, 0.001821, 0.000000, 0.000000, -0.002078, 0.002616, 0.000000, 0.000000, 0.000618, 0.002194, 0.000000, 0.000000, 0.000160, 0.003156, 0.000000, 0.000000, -0.002828, 0.000894, 0.000000, 0.000000, -0.004134, 0.000852, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.001061, 0.000885, 0.000000, 0.000000, 0.000488, 0.001865, 0.000000, 0.000000, -0.003064, 0.001766, 0.000000, 0.000000, 0.000294, 0.001858, 0.000000, 0.000000, -0.000003, 0.003933, 0.000000, 0.000000, -0.002857, 0.000940, 0.000000, 0.000000, -0.004406, 0.000869, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, -0.000651, -0.001623, 0.000000, 0.000000, -0.000039, 0.001520, 0.000000, 0.000000, -0.000670, -0.002790, 0.000000, 0.000000, -0.000037, 0.001570, 0.000000, 0.000000, 0.001674, 0.001156, 0.000000, 0.000000, 0.001322, -0.003536, 0.000000, 0.000000, 0.001015, -0.003185, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000718, -0.001550, 0.000000, 0.000000, 0.000032, 0.001299, 0.000000, 0.000000, -0.000785, -0.003010, 0.000000, 0.000000, 0.000009, 0.001035, 0.000000, 0.000000, 0.001920, 0.001204, 0.000000, 0.000000, 0.001269, -0.003497, 0.000000, 0.000000, 0.001423, -0.003229, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, -0.000098, -0.001101, 0.000000, 0.000000, -0.002128, 0.001228, 0.000000, 0.000000, 0.001434, -0.004557, 0.000000, 0.000000, -0.002084, 0.001061, 0.000000, 0.000000, 0.000347, 0.000688, 0.000000, 0.000000, 0.003805, -0.004008, 0.000000, 0.000000, 0.001981, -0.003598, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000130, -0.001392, 0.000000, 0.000000, -0.001781, 0.000884, 0.000000, 0.000000, 0.001470, -0.004465, 0.000000, 0.000000, -0.001573, 0.000571, 0.000000, 0.000000, 0.000384, 0.000629, 0.000000, 0.000000, 0.003781, -0.004071, 0.000000, 0.000000, 0.002269, -0.003662, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.002098, -0.000947, 0.000000, 0.000000, -0.009631, -0.002020, 0.000000, 0.000000, -0.003604, -0.004438, 0.000000, 0.000000, -0.008499, -0.001891, 0.000000, 0.000000, 0.004766, -0.002165, 0.000000, 0.000000, 0.012660, -0.004415, 0.000000, 0.000000, 0.007097, -0.002754, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002558, -0.000837, 0.000000, 0.000000, -0.009070, -0.002113, 0.000000, 0.000000, -0.003509, -0.004320, 0.000000, 0.000000, -0.007824, -0.001908, 0.000000, 0.000000, 0.005524, -0.002824, 0.000000, 0.000000, 0.012449, -0.004420, 0.000000, 0.000000, 0.008989, -0.002730, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000554, -0.001326, 0.000000, 0.000000, -0.005757, 0.001097, 0.000000, 0.000000, 0.002385, -0.004090, 0.000000, 0.000000, -0.004568, 0.000751, 0.000000, 0.000000, 0.002353, 0.000250, 0.000000, 0.000000, 0.007643, -0.003445, 0.000000, 0.000000, 0.005119, -0.003018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001148, -0.001667, 0.000000, 0.000000, -0.004442, 0.000456, 0.000000, 0.000000, 0.002545, -0.004306, 0.000000, 0.000000, -0.003360, 0.000142, 0.000000, 0.000000, 0.002780, 0.000122, 0.000000, 0.000000, 0.007668, -0.003424, 0.000000, 0.000000, 0.006069, -0.003076, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.001960, -0.001913, 0.000000, 0.000000, -0.006265, 0.001052, 0.000000, 0.000000, 0.003799, -0.004117, 0.000000, 0.000000, -0.004716, 0.000733, 0.000000, 0.000000, 0.002926, -0.000058, 0.000000, 0.000000, 0.009979, -0.003907, 0.000000, 0.000000, 0.007315, -0.003527, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003135, -0.002421, 0.000000, 0.000000, -0.003506, -0.000084, 0.000000, 0.000000, 0.004902, -0.004756, 0.000000, 0.000000, -0.002377, -0.000230, 0.000000, 0.000000, 0.003635, -0.000296, 0.000000, 0.000000, 0.010007, -0.003916, 0.000000, 0.000000, 0.008116, -0.003504, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, -0.005206, 0.000170, 0.000000, 0.000000, -0.013441, -0.003476, 0.000000, 0.000000, -0.014598, -0.003300, 0.000000, 0.000000, -0.011406, -0.002138, 0.000000, 0.000000, 0.015346, -0.002592, 0.000000, 0.000000, 0.013964, -0.002785, 0.000000, 0.000000, -0.005918, -0.002216, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.002835, 0.001028, 0.000000, 0.000000, -0.009792, -0.003544, 0.000000, 0.000000, -0.013107, -0.002843, 0.000000, 0.000000, -0.008745, -0.001912, 0.000000, 0.000000, 0.017551, -0.003320, 0.000000, 0.000000, 0.014260, -0.002775, 0.000000, 0.000000, -0.005712, -0.002203, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, -0.003798, -0.000554, 0.000000, 0.000000, -0.015287, -0.003508, 0.000000, 0.000000, -0.001634, -0.003384, 0.000000, 0.000000, -0.011900, -0.002154, 0.000000, 0.000000, 0.008399, -0.001567, 0.000000, 0.000000, 0.018788, -0.002879, 0.000000, 0.000000, 0.012777, -0.001651, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004531, -0.000285, 0.000000, 0.000000, -0.007990, -0.003734, 0.000000, 0.000000, 0.002163, -0.003356, 0.000000, 0.000000, -0.005300, -0.002195, 0.000000, 0.000000, 0.010099, -0.002022, 0.000000, 0.000000, 0.019108, -0.002911, 0.000000, 0.000000, 0.015169, -0.001594, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, -0.003456, 0.000701, 0.000000, 0.000000, -0.014918, -0.005387, 0.000000, 0.000000, -0.009200, -0.003024, 0.000000, 0.000000, -0.011305, -0.002972, 0.000000, 0.000000, 0.014287, -0.002733, 0.000000, 0.000000, 0.021522, -0.002577, 0.000000, 0.000000, 0.012403, -0.001767, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003953, 0.001674, 0.000000, 0.000000, -0.012556, -0.005657, 0.000000, 0.000000, -0.004866, -0.002538, 0.000000, 0.000000, -0.008269, -0.003019, 0.000000, 0.000000, 0.016709, -0.003453, 0.000000, 0.000000, 0.021496, -0.002589, 0.000000, 0.000000, 0.015514, -0.001769, 0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, -0.006883, -0.000473, 0.000000, 0.000000, -0.009554, 0.004257, 0.000000, 0.000000, -0.001781, 0.002274, 0.000000, 0.000000, -0.007677, 0.002402, 0.000000, 0.000000, 0.004620, 0.001473, 0.000000, 0.000000, 0.018329, 0.001257, 0.000000, 0.000000, 0.003859, 0.000835, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003628, -0.000775, 0.000000, 0.000000, 0.001509, 0.003073, 0.000000, 0.000000, 0.001122, 0.001369, 0.000000, 0.000000, -0.000733, 0.001584, 0.000000, 0.000000, 0.005901, 0.001920, 0.000000, 0.000000, 0.006943, 0.001305, 0.000000, 0.000000, 0.002919, 0.000822, 0.000000, 0.000000, 0.000000, 0.000000
