0.000261, 0.000309, -0.002741, 0.003267, 0.001311, -0.000061, 0.002249, 0.000739, 0.000918, -0.001278, -0.001001, -0.002697, -0.000649, 0.000005, -0.000145, -0.001340
-0.000988, -0.000667, -0.003059, 0.001429, 0.002270, -0.000424, -0.000530, 0.000315, 0.000757, -0.001363, -0.000450, 0.001378, -0.003721, 0.000557, -0.000090, -0.001524
-0.001786, -0.001586, -0.000751, 0.004478, 0.002950, -0.004113, -0.006841, 0.003932, 0.000405, -0.001172, 0.001540, -0.002422, -0.005776, 0.000109, 0.000209, -0.001941
-0.001750, -0.003022, -0.013443, 0.010173, 0.006011, 0.002270, 0.008133, -0.007557, 0.001052, -0.001443, -0.004918, -0.005762, -0.012628, 0.001291, 0.000707, -0.007320
-0.002402, -0.004258, -0.009595, 0.011494, 0.005669, -0.004433, -0.004536, -0.000415, 0.001124, -0.000906, -0.002428, -0.004909, -0.009060, -0.000322, 0.000820, -0.005937
-0.001278, -0.005958, -0.008204, 0.011415, 0.006043, -0.005705, -0.003526, 0.001611, 0.002945, 0.002669, -0.001066, -0.002884, -0.008315, -0.000739, 0.000388, -0.007538
-0.004213, -0.001814, 0.002520, 0.021408, 0.002219, -0.016950, -0.016092, 0.000068, -0.003750, 0.006233, 0.005913, -0.020403, -0.007985, -0.006084, -0.001969, -0.008489
-0.003898, -0.002192, 0.003947, -0.000574, 0.003884, -0.000139, -0.008166, 0.001608, 0.001663, 0.004344, 0.003892, 0.001380, -0.010061, -0.002481, 0.001737, -0.008592
0.000157, 0.000422, -0.006119, 0.000655, -0.004259, -0.012321, -0.002585, 0.002928, 0.004904, 0.003121, -0.010892, 0.009522, -0.001517, -0.005403, 0.002203, -0.008597
-0.000991, -0.010519, 0.008394, -0.016417, 0.004201, 0.017815, -0.000867, -0.008885, 0.001758, 0.017376, 0.011946, 0.010910, -0.007859, -0.001302, -0.000033, -0.011425
-0.004434, -0.004660, 0.014155, -0.010843, 0.003855, 0.001725, -0.018468, -0.001323, 0.001335, 0.015487, 0.012213, 0.010061, -0.019272, -0.003108, -0.001601, -0.008719
0.002890, -0.015001, 0.001905, 0.001188, 0.007981, -0.001735, -0.001194, 0.000559, 0.000800, 0.028818, -0.000460, -0.000459, -0.004389, 0.004648, -0.001894, -0.011744
-0.004366, -0.008930, 0.010741, -0.022856, 0.003613, 0.017069, -0.003408, 0.001603, 0.000279, 0.012507, 0.011370, 0.020493, -0.006860, 0.002954, -0.002643, 0.001289
-0.005205, -0.015410, 0.015844, -0.031427, 0.005548, 0.025697, -0.006322, 0.003032, 0.001863, 0.023204, 0.017754, 0.027767, -0.007938, -0.002486, -0.004273, -0.007330
0.004901, -0.008752, -0.020334, 0.014322, -0.001523, 0.003119, 0.025807, -0.001235, 0.001948, 0.009703, -0.014533, -0.008931, 0.014150, 0.002561, 0.001745, 0.004501
0.008083, -0.002684, -0.010382, 0.012267, -0.009306, -0.006603, 0.008385, 0.019132, 0.003023, 0.006182, -0.011543, -0.005976, 0.012312, 0.006285, 0.002152, 0.005046
0.122552, -0.023099, -0.083650, 0.425877, 0.086329, -0.103535, 0.195297, -0.022067, -0.022500, 0.129937, -0.090086, -0.516546, 0.106672, 0.077094, -0.010505, -0.042768
0.001951, 0.003117, 0.004570, -0.008683, -0.004263, 0.005290, 0.006601, -0.012025, -0.002107, -0.000963, 0.003552, 0.004638, 0.008593, 0.008463, -0.001475, 0.013458
-0.015025, 0.017779, 0.038773, -0.021160, 0.000783, -0.026871, -0.058171, 0.017110, 0.000678, -0.023759, 0.023936, 0.021397, 0.004935, -0.007018, -0.005961, -0.004218
-0.016554, 0.006270, 0.014045, -0.045124, -0.002650, 0.005319, -0.028323, 0.017334, 0.001948, -0.009236, 0.008628, 0.051027, -0.005704, -0.006132, -0.008196, -0.006722
-0.003578, 0.003803, 0.000266, 0.020021, -0.003559, -0.002624, -0.000726, 0.007688, 0.000297, -0.025059, 0.006788, -0.027689, 0.018384, 0.001357, -0.000815, 0.018551
-0.018909, 0.021831, 0.027167, -0.038847, 0.002875, -0.005308, -0.027908, -0.001328, -0.004054, -0.021405, 0.014823, 0.036075, -0.004594, 0.001938, -0.007097, 0.006691
-0.024076, 0.023246, 0.047020, -0.046671, 0.006135, -0.013779, -0.052117, 0.019678, -0.003080, -0.029455, 0.029173, 0.038976, -0.003183, 0.001972, -0.011904, 0.007643
-0.027438, 0.032736, 0.034538, -0.107204, -0.013285, 0.002998, -0.046481, -0.012285, -0.012682, -0.016287, 0.003459, 0.113454, -0.013144, 0.010340, -0.005456, 0.006311
0.021959, -0.027405, -0.009613, 0.007876, -0.017529, 0.038426, 0.052775, -0.012215, -0.001942, 0.034245, 0.004837, -0.017036, 0.034186, 0.011274, 0.005283, 0.017062
-0.014440, -0.004869, 0.005423, -0.070555, -0.006693, 0.027227, -0.009795, -0.003627, -0.004054, 0.015824, 0.004403, 0.083809, -0.022441, 0.007044, -0.003241, 0.005364
0.016112, 0.033015, 0.008767, -0.053056, 0.005148, -0.059449, -0.018073, -0.238015, -0.030300, 0.008536, 0.060739, 0.070779, -0.082188, 0.022218, 0.027939, -0.126297
-0.001219, -0.021223, -0.083071, -0.075114, -0.027245, 0.026778, 0.087335, -0.053084, -0.023455, 0.046310, -0.067445, 0.121750, -0.004920, 0.009280, 0.005298, -0.029199
0.005568, -0.004825, -0.009345, -0.018522, -0.017181, 0.012302, 0.015691, 0.010992, 0.002040, 0.002277, -0.005921, 0.022825, 0.008624, 0.005762, -0.001739, 0.012255
-0.023875, 0.003572, 0.027107, -0.052239, 0.004483, 0.003001, -0.042179, 0.028276, 0.001544, -0.006384, 0.020050, 0.061034, -0.006810, 0.003176, -0.009859, 0.004814
