epoch,batch,loss,duration
17, 22, 0.447776, 78.252766
17, 23, 0.407190, 40.459269
17, 24, 0.419216, 48.040859
17, 25, 0.453086, 83.335489
17, 26, 0.420322, 34.707377
17, 27, 0.440724, 45.761705
17, 28, 0.423158, 39.598264
17, 29, 0.408250, 28.805215
17, 30, 0.419232, 35.534752
17, 31, 0.420380, 44.131932
17, 32, 0.424936, 38.037721
17, 33, 0.430006, 42.138413
17, 34, 0.410042, 36.813337
17, 35, 0.450194, 59.636642
17, 36, 0.442312, 50.949832
17, 37, 0.372228, 18.727902
17, 38, 0.443872, 60.808715
17, 39, 0.439234, 31.966150
17, 40, 0.420917, 31.630622
17, 41, 0.429964, 48.157270
17, 42, 0.443113, 62.967606
17, 43, 0.425374, 36.730406
17, 44, 0.447303, 65.908812
17, 45, 0.434159, 61.038263
17, 46, 0.433468, 52.903635
17, 47, 0.436582, 51.252093
17, 48, 0.435287, 43.829963
17, 49, 0.397740, 29.580654
17, 50, 0.439386, 40.248054
18, 1, 0.446880, 41.425560
18, 2, 0.434608, 30.287499
18, 3, 0.431006, 31.948229
18, 4, 0.434560, 39.915870
18, 5, 0.423778, 29.136362
18, 6, 0.423437, 27.532039
18, 7, 0.436637, 38.365953
18, 8, 0.418462, 30.206408
18, 9, 0.401103, 25.691497
18, 10, 0.394714, 20.266920
18, 11, 0.420257, 22.508272
18, 12, 0.432190, 27.306660
18, 13, 0.423688, 17.527651
18, 14, 0.440164, 31.805539
18, 15, 0.422213, 24.891233
18, 16, 0.428012, 22.937251
18, 17, 0.371264, 14.010705
18, 18, 0.441723, 37.713342
18, 19, 0.409150, 17.117398
18, 20, 0.455526, 33.208541
18, 21, 0.424780, 27.497937
18, 22, 0.434733, 46.894191
18, 23, 0.430164, 57.462903
18, 24, 0.394016, 34.936635
18, 25, 0.410068, 40.237784
18, 26, 0.415231, 74.174474
18, 27, 0.435413, 54.099681
18, 28, 0.446477, 44.003823
18, 29, 0.433933, 43.507575
18, 30, 0.441257, 42.364144
18, 31, 0.439987, 32.452391
18, 32, 0.433845, 46.180657
18, 33, 0.427026, 31.687882
18, 34, 0.421971, 42.892284
18, 35, 0.409137, 26.152544
18, 36, 0.407772, 24.425910
18, 37, 0.421107, 27.394028
18, 38, 0.422043, 25.343369
18, 39, 0.443988, 48.282905
18, 40, 0.447873, 45.806998
18, 41, 0.443130, 45.344793
18, 42, 0.455055, 113.607907
18, 43, 0.396976, 41.010980
18, 44, 0.430046, 66.724099
18, 45, 0.416195, 28.618731
18, 46, 0.446584, 43.445779
18, 47, 0.418882, 29.785059
18, 48, 0.450013, 55.016084
18, 49, 0.421828, 47.124151
18, 50, 0.436936, 87.144934
19, 1, 0.392342, 31.358210
19, 2, 0.453433, 94.422863
19, 3, 0.448369, 64.354924
19, 4, 0.427989, 39.401819
19, 5, 0.391448, 23.074570
19, 6, 0.415299, 22.675533
19, 7, 0.417397, 27.322824
19, 8, 0.441176, 53.704004
19, 9, 0.436193, 27.447384
19, 10, 0.432186, 29.082955
19, 11, 0.420776, 23.992944
19, 12, 0.405113, 21.856089
19, 13, 0.435316, 31.829090
